Frame,Car_Count,Truck_Count,Bike_Count,Bus_Count,2_Wheeler_Count,3_Wheeler_Count,4_Wheeler_Count,6_Wheeler_Count,Other_Vehicles,Avg_Speed_kmh,Time_To_Cross_sec,Total_Vehicles
57,0,0,0,1,0,0,0,1,17,49.32215783291343,1.9655172413793103,18
58,0,0,0,0,0,0,0,0,18,33.49392095765428,2.0,18
59,0,0,0,0,0,0,0,0,18,30.79376622204403,2.0344827586206895,18
60,0,0,0,0,0,0,0,0,18,44.20942377857402,2.0689655172413794,18
61,0,0,0,0,0,0,0,0,17,36.34105730804959,2.103448275862069,17
62,0,0,0,0,0,0,0,0,17,55.43087521347471,2.1379310344827585,17
63,0,0,0,0,0,0,0,0,17,51.96823738538582,2.1724137931034484,17
64,0,1,0,0,0,0,1,0,17,42.6364207867762,2.206896551724138,18
65,0,0,0,1,0,0,0,1,17,37.840387641845915,2.2413793103448274,18
66,0,1,0,0,0,0,1,0,18,50.63050109820243,2.2758620689655173,19
67,0,1,0,1,0,0,1,1,18,45.22618483439875,2.310344827586207,20
68,1,0,0,1,0,0,1,1,18,35.90354099951587,2.3448275862068964,20
69,0,1,0,0,0,0,1,0,19,47.83508372853138,2.3793103448275863,20
70,0,0,0,1,0,0,0,1,19,48.08851557318934,2.413793103448276,20
71,0,0,0,0,0,0,0,0,20,41.36214781090379,2.4482758620689653,20
72,0,0,0,0,0,0,0,0,20,48.197889583261585,2.4827586206896552,20
73,0,0,0,0,0,0,0,0,20,50.56273251591975,2.5172413793103448,20
74,0,0,0,0,0,0,0,0,20,47.76234623354323,2.5517241379310343,20
75,0,0,0,0,0,0,0,0,20,38.463057539462106,2.586206896551724,20
76,0,0,0,0,0,0,0,0,19,56.87724248449623,2.6206896551724137,19
77,0,0,0,0,0,0,0,0,19,36.17478605687485,2.655172413793103,19
78,0,0,0,0,0,0,0,0,19,34.15056669971542,2.689655172413793,19
79,0,0,0,0,0,0,0,0,19,39.18856779084872,2.7241379310344827,19
80,0,0,0,0,0,0,0,0,19,57.21819003250832,2.7586206896551726,19
81,0,0,0,0,0,0,0,0,19,31.812786934600325,2.793103448275862,19
82,0,1,0,0,0,0,1,0,19,38.223959157540904,2.8275862068965516,20
83,0,0,0,1,0,0,0,1,19,46.0900903916711,2.8620689655172415,20
84,0,0,0,0,0,0,0,0,20,38.40461858355477,2.896551724137931,20
85,0,0,0,0,0,0,0,0,20,30.520508886320705,2.9310344827586206,20
86,0,0,0,0,0,0,0,0,20,32.06996710825423,2.9655172413793105,20
87,0,1,0,0,0,0,1,0,20,46.19881452570169,3.0,21
88,0,0,0,1,0,0,0,1,20,52.59279147241901,3.0344827586206895,21
89,0,0,0,0,0,0,0,0,21,51.437409580765504,3.0689655172413794,21
90,0,0,0,0,0,0,0,0,21,51.93781709756471,3.103448275862069,21
91,0,0,0,0,0,0,0,0,21,52.320018393995504,3.1379310344827585,21
92,0,0,0,0,0,0,0,0,21,40.742343484245694,3.1724137931034484,21
93,0,0,0,0,0,0,0,0,21,48.36308594390758,3.206896551724138,21
94,0,0,0,0,0,0,0,0,21,45.970681747801834,3.2413793103448274,21
95,0,0,0,0,0,0,0,0,21,32.00504090603745,3.2758620689655173,21
96,0,0,0,0,0,0,0,0,21,37.147745331142694,3.310344827586207,21
97,0,0,0,0,0,0,0,0,21,36.5223526338354,3.3448275862068964,21
98,0,3,0,0,0,0,3,0,21,38.86654273022161,3.3793103448275863,24
99,0,0,0,3,0,0,0,3,21,36.97861230151044,3.413793103448276,24
100,0,0,0,0,0,0,0,0,24,33.00014618427353,3.4482758620689653,24
101,0,0,0,0,0,0,0,0,24,30.523710969727055,3.4827586206896552,24
102,0,0,0,0,0,0,0,0,24,44.5208240678827,3.5172413793103448,24
103,0,0,0,0,0,0,0,0,24,35.20373938257762,3.5517241379310343,24
104,0,0,0,0,0,0,0,0,24,51.942004313384984,3.586206896551724,24
105,0,0,0,0,0,0,0,0,24,53.32349535256502,3.6206896551724137,24
106,0,0,0,0,0,0,0,0,24,33.60775447961794,3.655172413793103,24
107,0,0,0,0,0,0,0,0,24,43.56019772553493,3.689655172413793,24
108,0,0,0,0,0,0,0,0,24,34.45324943575587,3.7241379310344827,24
109,0,0,0,0,0,0,0,0,24,48.89594092929669,3.758620689655172,24
110,0,0,0,0,0,0,0,0,24,42.002422678309856,3.793103448275862,24
111,0,0,0,0,0,0,0,0,23,33.47561245418268,3.8275862068965516,23
112,0,0,0,0,0,0,0,0,23,58.6082434184806,3.862068965517241,23
113,0,0,0,0,0,0,0,0,23,41.6827024398412,3.896551724137931,23
114,0,0,0,0,0,0,0,0,23,59.658528822817395,3.9310344827586206,23
115,0,0,0,0,0,0,0,0,23,30.497547965715004,3.9655172413793105,23
116,0,0,0,0,0,0,0,0,23,59.39824514574916,4.0,23
117,0,0,0,0,0,0,0,0,23,49.3104836702525,4.0344827586206895,23
118,0,0,0,0,0,0,0,0,23,44.50466666583166,4.068965517241379,23
119,0,0,0,0,0,0,0,0,23,40.296779422959176,4.1034482758620685,23
120,0,0,0,0,0,0,0,0,23,50.82377593019315,4.137931034482759,23
121,0,0,0,0,0,0,0,0,23,52.99694878832192,4.172413793103448,23
122,0,0,0,0,0,0,0,0,23,48.58480758268897,4.206896551724138,23
123,0,0,0,0,0,0,0,0,23,53.50746583329915,4.241379310344827,23
124,0,0,0,0,0,0,0,0,23,44.61493400509642,4.275862068965517,23
125,0,0,0,0,0,0,0,0,23,35.24753452279478,4.310344827586206,23
126,0,0,0,0,0,0,0,0,23,50.660520970318665,4.344827586206897,23
127,0,1,0,0,0,0,1,0,23,43.213782563199906,4.379310344827586,24
128,0,0,0,1,0,0,0,1,23,49.88713643731408,4.413793103448276,24
129,0,0,0,0,0,0,0,0,24,52.792962249737236,4.448275862068965,24
130,0,0,0,0,0,0,0,0,23,32.347725942586294,4.482758620689655,23
131,0,0,0,0,0,0,0,0,23,38.40198968758098,4.517241379310345,23
132,0,0,0,0,0,0,0,0,23,35.11210161358865,4.551724137931035,23
133,0,0,0,0,0,0,0,0,23,41.15966121752362,4.586206896551724,23
134,0,0,0,0,0,0,0,0,23,40.59835007127683,4.620689655172414,23
135,0,1,0,0,0,0,1,0,23,45.64684707663785,4.655172413793103,24
136,0,0,0,1,0,0,0,1,23,58.46416351242784,4.689655172413793,24
137,0,0,0,0,0,0,0,0,24,54.40900520562173,4.724137931034483,24
138,0,0,0,0,0,0,0,0,24,30.985385061898114,4.758620689655173,24
139,0,0,0,0,0,0,0,0,24,36.105827245144596,4.793103448275862,24
140,0,1,0,0,0,0,1,0,24,48.72056411108593,4.827586206896552,25
141,0,0,0,1,0,0,0,1,24,54.97757887658922,4.862068965517241,25
142,0,0,0,0,0,0,0,0,25,50.56328947655149,4.896551724137931,25
143,0,0,0,0,0,0,0,0,25,57.92279677331927,4.931034482758621,25
144,0,0,0,0,0,0,0,0,25,58.797304621830165,4.9655172413793105,25
145,0,0,0,0,0,0,0,0,24,41.51554897365505,5.0,24
146,0,0,0,0,0,0,0,0,24,40.846522002129845,5.0344827586206895,24
147,0,0,0,0,0,0,0,0,24,33.20322878932936,5.068965517241379,24
148,0,0,0,0,0,0,0,0,24,30.856013238051396,5.1034482758620685,24
149,0,0,0,0,0,0,0,0,24,36.25675664532358,5.137931034482759,24
150,0,0,0,0,0,0,0,0,24,53.44564544181201,5.172413793103448,24
151,0,0,0,0,0,0,0,0,24,55.70574834891424,5.206896551724138,24
152,0,0,0,0,0,0,0,0,24,50.31430271220208,5.241379310344827,24
153,0,0,0,0,0,0,0,0,24,33.28449315360678,5.275862068965517,24
154,0,0,0,0,0,0,0,0,24,47.59420291705784,5.310344827586206,24
155,0,1,0,0,0,0,1,0,24,57.412194781394504,5.344827586206897,25
156,0,1,0,1,0,0,1,1,24,43.14282939426616,5.379310344827586,26
157,0,0,0,1,0,0,0,1,25,31.866491275724087,5.413793103448276,26
158,0,0,0,0,0,0,0,0,26,52.09241247835472,5.448275862068965,26
159,0,0,0,0,0,0,0,0,26,37.936798789221896,5.482758620689655,26
160,0,0,0,0,0,0,0,0,26,48.669184268512666,5.517241379310345,26
161,0,0,0,0,0,0,0,0,26,51.60403734341713,5.551724137931035,26
162,0,0,0,0,0,0,0,0,26,45.480931376524886,5.586206896551724,26
163,1,0,0,0,0,0,1,0,25,43.540357750077284,5.620689655172414,26
164,0,0,0,0,0,0,0,0,26,44.0897100116408,5.655172413793103,26
165,0,0,1,0,1,0,0,0,25,59.53116381009619,5.689655172413793,26
166,0,0,0,0,0,0,0,0,25,47.67111511233742,5.724137931034483,25
167,0,0,0,0,0,0,0,0,25,43.0614213940973,5.758620689655173,25
168,0,0,0,0,0,0,0,0,25,34.42976834409811,5.793103448275862,25
169,0,0,0,0,0,0,0,0,25,32.80334309662182,5.827586206896552,25
170,0,0,0,0,0,0,0,0,25,33.835582733607744,5.862068965517241,25
171,0,0,0,0,0,0,0,0,25,48.561284678182446,5.896551724137931,25
172,0,0,0,0,0,0,0,0,25,45.10833691200931,5.931034482758621,25
173,0,0,0,0,0,0,0,0,25,44.8066794844766,5.9655172413793105,25
174,0,0,0,0,0,0,0,0,25,50.35733244318586,6.0,25
175,0,0,0,0,0,0,0,0,25,33.38776188510021,6.0344827586206895,25
176,0,0,0,0,0,0,0,0,25,55.896988992301374,6.068965517241379,25
177,0,0,0,0,0,0,0,0,25,47.32626755621942,6.1034482758620685,25
178,0,0,0,0,0,0,0,0,25,43.72690739971984,6.137931034482759,25
179,0,1,0,0,0,0,1,0,25,39.45877604636238,6.172413793103448,26
180,0,0,0,1,0,0,0,1,25,54.10948438717718,6.206896551724138,26
181,0,0,0,0,0,0,0,0,26,46.49108299126705,6.241379310344827,26
182,0,0,0,0,0,0,0,0,26,45.122013446463555,6.275862068965517,26
183,0,0,0,0,0,0,0,0,26,38.2891273249939,6.310344827586206,26
184,0,0,0,0,0,0,0,0,26,42.559034377592866,6.344827586206897,26
185,0,0,0,0,0,0,0,0,26,58.64422465957301,6.379310344827586,26
186,0,0,0,0,0,0,0,0,26,50.344558341539404,6.413793103448276,26
187,0,0,0,0,0,0,0,0,26,41.253604344108524,6.448275862068965,26
188,0,0,0,0,0,0,0,0,26,57.14632832418715,6.482758620689655,26
189,0,0,0,0,0,0,0,0,26,31.713486680617066,6.517241379310344,26
190,0,0,0,0,0,0,0,0,26,31.381182703128395,6.551724137931035,26
191,0,0,0,0,0,0,0,0,26,41.960676953336794,6.586206896551724,26
192,0,0,0,0,0,0,0,0,26,38.067640519700134,6.620689655172414,26
193,0,0,0,0,0,0,0,0,26,38.17308749480271,6.655172413793103,26
194,0,0,0,0,0,0,0,0,26,44.04636556826927,6.689655172413793,26
195,0,0,0,0,0,0,0,0,26,39.6913485115125,6.724137931034483,26
196,0,0,0,0,0,0,0,0,26,59.661513911144866,6.758620689655173,26
197,0,0,0,0,0,0,0,0,26,39.47713055896275,6.793103448275862,26
198,0,0,0,0,0,0,0,0,26,31.5493459409859,6.827586206896552,26
199,0,0,0,0,0,0,0,0,26,32.53633834148573,6.862068965517241,26
200,0,0,0,0,0,0,0,0,26,50.35497483366854,6.896551724137931,26
201,0,0,0,0,0,0,0,0,26,43.001758504495086,6.931034482758621,26
202,0,0,0,0,0,0,0,0,26,46.895680516869845,6.9655172413793105,26
203,0,0,0,0,0,0,0,0,26,40.69294193951129,7.0,26
204,0,0,0,0,0,0,0,0,26,34.78892141624911,7.0344827586206895,26
205,0,0,0,0,0,0,0,0,26,30.941818619870656,7.068965517241379,26
206,0,0,0,0,0,0,0,0,26,35.24260616488455,7.1034482758620685,26
207,0,0,0,0,0,0,0,0,26,59.188189683724815,7.137931034482759,26
208,0,0,0,0,0,0,0,0,26,36.53369429822317,7.172413793103448,26
209,0,0,0,0,0,0,0,0,26,51.37456723253071,7.206896551724138,26
210,0,0,0,0,0,0,0,0,26,35.330985585615274,7.241379310344827,26
211,0,0,0,0,0,0,0,0,26,48.28794245306821,7.275862068965517,26
212,0,0,0,0,0,0,0,0,26,44.722337017537825,7.310344827586206,26
213,0,0,0,0,0,0,0,0,26,40.98643316808426,7.344827586206897,26
214,0,1,0,0,0,0,1,0,26,44.32571244944221,7.379310344827586,27
215,0,0,0,1,0,0,0,1,26,45.63125757026923,7.413793103448276,27
216,0,1,0,0,0,0,1,0,27,55.57630768073251,7.448275862068965,28
217,0,0,0,1,0,0,0,1,27,37.04053184536621,7.482758620689655,28
218,0,0,0,0,0,0,0,0,28,39.31655858195026,7.517241379310344,28
219,0,0,0,0,0,0,0,0,28,55.41332704732088,7.551724137931035,28
220,0,0,0,0,0,0,0,0,28,38.643223447719855,7.586206896551724,28
221,0,0,0,0,0,0,0,0,28,52.41294180974873,7.620689655172414,28
222,0,0,0,0,0,0,0,0,28,52.03276985190835,7.655172413793103,28
223,0,0,0,0,0,0,0,0,28,45.17190860660602,7.689655172413793,28
224,0,0,0,0,0,0,0,0,28,45.62755616973271,7.724137931034482,28
225,0,0,0,0,0,0,0,0,28,49.3959378572374,7.758620689655173,28
226,0,0,0,0,0,0,0,0,28,32.02276110243291,7.793103448275862,28
227,0,0,0,0,0,0,0,0,28,55.043648356780295,7.827586206896552,28
228,0,0,0,0,0,0,0,0,27,47.59577248808324,7.862068965517241,27
229,0,0,0,0,0,0,0,0,27,56.30579478776869,7.896551724137931,27
230,0,0,0,0,0,0,0,0,27,44.63102278745596,7.931034482758621,27
231,0,0,0,0,0,0,0,0,27,39.58147949003856,7.9655172413793105,27
232,0,0,0,0,0,0,0,0,27,42.85364296100973,8.0,27
233,0,0,0,0,0,0,0,0,27,56.71182666928884,8.03448275862069,27
234,0,0,0,0,0,0,0,0,27,30.357765807018488,8.068965517241379,27
235,0,1,0,0,0,0,1,0,27,59.879569884382185,8.10344827586207,28
236,0,0,0,1,0,0,0,1,27,44.726276715219726,8.137931034482758,28
237,0,0,0,0,0,0,0,0,28,33.067518704859474,8.172413793103448,28
238,0,0,0,0,0,0,0,0,28,58.97281199739724,8.206896551724137,28
239,0,0,0,0,0,0,0,0,27,52.772765234477404,8.241379310344827,27
240,0,0,0,0,0,0,0,0,26,56.640015154134545,8.275862068965518,26
241,0,0,0,0,0,0,0,0,26,43.682828904511226,8.310344827586206,26
242,0,0,0,0,0,0,0,0,26,39.560994889501316,8.344827586206897,26
243,0,0,0,0,0,0,0,0,26,49.41825527919114,8.379310344827585,26
244,0,0,0,0,0,0,0,0,26,44.71530257340602,8.413793103448276,26
245,0,0,0,0,0,0,0,0,26,43.641811639930786,8.448275862068966,26
246,0,0,0,0,0,0,0,0,26,57.45598232943091,8.482758620689655,26
247,0,0,0,0,0,0,0,0,26,38.98282705038108,8.517241379310345,26
248,0,0,0,0,0,0,0,0,26,48.479034202110725,8.551724137931034,26
249,0,0,0,0,0,0,0,0,26,31.520139527561536,8.586206896551724,26
250,0,0,0,0,0,0,0,0,26,32.77684524817542,8.620689655172413,26
251,0,0,0,0,0,0,0,0,26,44.632009808735404,8.655172413793103,26
252,0,0,0,0,0,0,0,0,26,43.35632515545835,8.689655172413794,26
253,0,0,0,0,0,0,0,0,26,44.53340169742603,8.724137931034482,26
254,0,0,0,0,0,0,0,0,26,54.13087101542561,8.758620689655173,26
255,0,0,0,0,0,0,0,0,26,39.78972451452495,8.793103448275861,26
256,0,0,0,0,0,0,0,0,26,46.78244749588242,8.827586206896552,26
257,0,0,0,0,0,0,0,0,26,50.42198484263436,8.862068965517242,26
258,0,0,0,0,0,0,0,0,26,44.64284636659244,8.89655172413793,26
259,0,0,0,0,0,0,0,0,26,49.0102697138541,8.931034482758621,26
260,0,0,0,0,0,0,0,0,26,37.956454741257254,8.96551724137931,26
261,0,0,0,0,0,0,0,0,26,48.80561186567503,9.0,26
262,0,1,0,0,0,0,1,0,26,58.9294790520069,9.03448275862069,27
263,0,0,0,1,0,0,0,1,26,30.153700021953618,9.068965517241379,27
264,0,0,0,0,0,0,0,0,27,47.523152154452674,9.10344827586207,27
265,0,0,0,0,0,0,0,0,27,52.74007668176018,9.137931034482758,27
266,0,0,0,0,0,0,0,0,27,47.865934722193074,9.172413793103448,27
267,0,0,0,0,0,0,0,0,27,43.539659609445394,9.206896551724137,27
268,0,0,0,0,0,0,0,0,27,42.819002411576385,9.241379310344827,27
269,0,0,0,0,0,0,0,0,26,47.64447598922091,9.275862068965518,26
270,0,0,0,0,0,0,0,0,26,41.737615153430994,9.310344827586206,26
271,0,0,0,0,0,0,0,0,26,58.49470553391849,9.344827586206897,26
272,0,0,0,0,0,0,0,0,26,45.23972965057388,9.379310344827585,26
273,0,0,0,0,0,0,0,0,26,36.526333770839095,9.413793103448276,26
274,0,1,0,0,0,0,1,0,26,42.53226942290627,9.448275862068966,27
275,0,0,0,1,0,0,0,1,26,53.75418290742304,9.482758620689655,27
276,0,0,0,0,0,0,0,0,27,36.0369798136726,9.517241379310345,27
277,0,0,0,0,0,0,0,0,27,41.48894024015063,9.551724137931034,27
278,0,0,0,0,0,0,0,0,27,39.77017286229428,9.586206896551724,27
279,0,0,0,0,0,0,0,0,27,55.10163868733931,9.620689655172413,27
280,0,0,0,0,0,0,0,0,27,59.44353257522762,9.655172413793103,27
281,0,0,0,0,0,0,0,0,27,59.073875785563175,9.689655172413794,27
282,0,0,0,0,0,0,0,0,27,31.690820554797988,9.724137931034482,27
283,0,0,0,0,0,0,0,0,27,47.447346146208716,9.758620689655173,27
284,0,0,0,0,0,0,0,0,27,38.93046364866363,9.793103448275861,27
285,0,0,0,0,0,0,0,0,27,49.7314419613263,9.827586206896552,27
286,0,0,0,0,0,0,0,0,27,50.10956299873584,9.862068965517242,27
287,0,0,0,0,0,0,0,0,27,33.71686924239822,9.89655172413793,27
288,0,0,0,0,0,0,0,0,27,49.93400884339728,9.931034482758621,27
289,0,0,0,0,0,0,0,0,27,40.90497296136505,9.96551724137931,27
290,0,0,0,0,0,0,0,0,27,32.378246944027445,10.0,27
291,0,0,0,0,0,0,0,0,27,44.92655249196376,10.03448275862069,27
292,0,0,0,0,0,0,0,0,27,52.82941900485432,10.068965517241379,27
293,0,0,0,0,0,0,0,0,27,46.16765011228799,10.10344827586207,27
294,0,0,0,0,0,0,0,0,27,45.305749123542014,10.137931034482758,27
295,0,1,0,0,0,0,1,0,27,56.471364698041754,10.172413793103448,28
296,0,1,0,1,0,0,1,1,27,30.13336912222468,10.206896551724137,29
297,0,0,0,1,0,0,0,1,28,38.28020320380741,10.241379310344827,29
298,0,0,0,0,0,0,0,0,29,52.32561877223104,10.275862068965518,29
299,0,0,0,0,0,0,0,0,29,30.71667591808467,10.310344827586206,29
300,0,0,0,0,0,0,0,0,29,46.68716902353623,10.344827586206897,29
301,0,1,0,0,0,0,1,0,29,43.498847422628394,10.379310344827585,30
302,0,1,0,1,0,0,1,1,29,50.825965491568226,10.413793103448276,31
303,0,1,0,1,0,0,1,1,30,53.51802557909047,10.448275862068966,32
304,0,0,0,1,0,0,0,1,31,35.079202836216,10.482758620689655,32
305,0,0,0,0,0,0,0,0,32,58.657047919658126,10.517241379310345,32
306,0,0,0,0,0,0,0,0,32,44.64076782747749,10.551724137931034,32
307,0,0,0,0,0,0,0,0,32,33.36962290197419,10.586206896551724,32
308,0,0,0,0,0,0,0,0,32,36.942214345231896,10.620689655172413,32
309,0,0,0,0,0,0,0,0,32,42.26811400867648,10.655172413793103,32
310,0,0,0,0,0,0,0,0,32,36.32942854608638,10.689655172413794,32
311,0,0,0,0,0,0,0,0,32,34.99099952824006,10.724137931034482,32
312,0,0,0,0,0,0,0,0,32,56.63435748657767,10.758620689655173,32
313,0,0,0,0,0,0,0,0,32,48.03700504699694,10.793103448275861,32
314,0,0,0,0,0,0,0,0,32,58.966602583413405,10.827586206896552,32
315,0,0,0,0,0,0,0,0,32,55.53069123349701,10.862068965517242,32
316,0,0,0,0,0,0,0,0,31,48.82093238126042,10.89655172413793,31
317,0,0,0,0,0,0,0,0,31,36.343151003372476,10.931034482758621,31
318,0,0,0,0,0,0,0,0,31,31.983288438504655,10.96551724137931,31
319,0,0,0,0,0,0,0,0,30,33.320025894177576,11.0,30
320,0,0,0,0,0,0,0,0,30,47.27384483447099,11.03448275862069,30
321,0,0,0,0,0,0,0,0,30,39.99933622332233,11.068965517241379,30
322,0,0,0,0,0,0,0,0,30,43.755983893328334,11.10344827586207,30
323,0,0,0,0,0,0,0,0,30,53.09289670170449,11.137931034482758,30
324,0,0,0,0,0,0,0,0,30,32.752556349893446,11.172413793103448,30
325,0,0,0,0,0,0,0,0,30,50.382352129907886,11.206896551724137,30
326,0,0,0,0,0,0,0,0,30,58.85197627271727,11.241379310344827,30
327,0,0,0,0,0,0,0,0,30,59.94775684244274,11.275862068965518,30
328,0,0,0,0,0,0,0,0,30,47.96268379008332,11.310344827586206,30
329,0,0,0,0,0,0,0,0,30,43.782920145092476,11.344827586206897,30
330,0,0,0,0,0,0,0,0,30,52.14666941214921,11.379310344827585,30
331,0,0,0,0,0,0,0,0,30,47.67367195481247,11.413793103448276,30
332,0,0,0,0,0,0,0,0,30,47.7355914617564,11.448275862068966,30
333,0,0,0,0,0,0,0,0,29,32.363131590541485,11.482758620689655,29
334,0,1,0,0,0,0,1,0,29,52.91579619831435,11.517241379310345,30
335,0,0,0,1,0,0,0,1,28,42.66888327008439,11.551724137931034,29
336,0,0,0,0,0,0,0,0,29,39.60558679237546,11.586206896551724,29
337,0,0,0,0,0,0,0,0,29,39.71323679291861,11.620689655172413,29
338,0,0,0,0,0,0,0,0,29,58.97006880277236,11.655172413793103,29
339,0,0,0,0,0,0,0,0,29,40.94945437576612,11.689655172413794,29
340,0,0,0,0,0,0,0,0,29,53.484779744561706,11.724137931034482,29
341,0,0,0,0,0,0,0,0,29,34.62544837734981,11.758620689655173,29
342,0,0,0,0,0,0,0,0,29,54.894154094711496,11.793103448275861,29
343,0,0,0,0,0,0,0,0,27,49.84037580926599,11.827586206896552,27
344,0,0,0,0,0,0,0,0,27,47.99394866028156,11.862068965517242,27
345,0,1,0,0,0,0,1,0,27,55.535289592727295,11.89655172413793,28
346,0,0,0,1,0,0,0,1,28,31.515227729026364,11.931034482758621,29
347,0,0,0,0,0,0,0,0,28,48.84087036033512,11.96551724137931,28
348,0,0,0,0,0,0,0,0,28,44.72988351488621,12.0,28
349,0,0,0,0,0,0,0,0,28,56.96361954173831,12.034482758620689,28
350,0,0,0,0,0,0,0,0,27,45.81757275708294,12.068965517241379,27
351,0,0,0,0,0,0,0,0,27,52.100005881819165,12.10344827586207,27
352,0,0,0,0,0,0,0,0,27,41.61213627015954,12.137931034482758,27
353,0,0,0,0,0,0,0,0,27,51.440779603833036,12.172413793103448,27
354,0,0,0,0,0,0,0,0,27,51.97541651600745,12.206896551724137,27
355,0,0,0,0,0,0,0,0,27,54.30738114372001,12.241379310344827,27
356,0,0,0,0,0,0,0,0,27,59.40488310448374,12.275862068965518,27
357,0,0,0,0,0,0,0,0,27,51.559264465422594,12.310344827586206,27
358,0,1,0,0,0,0,1,0,27,55.94286968282194,12.344827586206897,28
359,0,0,0,1,0,0,0,1,27,41.14535595215561,12.379310344827585,28
360,0,0,0,0,0,0,0,0,28,55.722315543834696,12.413793103448276,28
